username,tweet,review
GersonSantosSC,"Bolsonaro é abertamente contra as privatizações, reforma da previdência , terceirização do trabalho e livre mercado. É um petista honesto.",-1
DelsonCDaltro,"Lula , o Lixo! Lula numa quina no lodo e de bico...",-1
lcrive,"Durante++de13 anos Lula Dilma /PT comandaram saque ao país,destruiram Petrobrás,etc,quebraram o país,MPF/STFnão viram,agora querem tirarTemerhttps://twitter.com/jpacheco_adv/status911005236063502341 …",-1
98FMNatal,#Política Deputados criticam aprovação da Lei da Terceirização ,-1
wilsondenotari,Delação que Condenou Lula é Rejeitada pela PGR #Compartilhe http:/crwd.fr/2xt9GuXpic.twitter.com8mf2uZZDAP,0
FabianoMota2,"Poucas pessoas foram para as manifestações de hj. Depois reclamam da anistia do caixa 2, da reforma da previdência , e da terceirização .",-1
valeuobrigado,o lula se caga de medo do moro mas agora tem o mourão tbm botando pressão,-1
estefano_souza,Ele é da turma do Fora Dilma e ficou passando pano pro conterrâneo Aécio até onde não pode mais.,-1
ivan_marsiglia,"Como se não bastasse a terceirização e a reforma da previdência , fechou o Toninho & Freitas, na dr. Arnaldo. É o fim.",-1
ChrisDubois28,"Gostei de um vídeo @YouTube http:/youtu.be/HX2W3xyURZk?aF ábio Rabin - Cura Gay / Geddel Tesão, Lula , Temer Trump vs Kim",0
PortalHome,"Nos EUA, Dilma critica terceirização e reforma da Previdência de Temer http://dlvr.it/Nr9QHl",0
opedeuta,Retweeted Ana Vilarino ( @AnaVilarino1 ): Tá desesperado com a terceirização e reforma da previdência ? Sabe quem... http://fb.me/1iL10crKh,0
alecarlosaguiar,A terceirização significa o fim da CLT. A reforma da previdência significa o fim de seus direitos. E vc acha que a culpa é do PT? Tanso.,-1
cecyfernandes,STF adia decisão sobre pedido de prisão e afastamento do mandato de Aécio Neves https://twitter.com/J_LIVRES/status/908000429946089474 …,0
JullioDias67,Só faltava o Moro ser o suspeito e Lula o injustiçado.,1
intersindical,"Não à Reforma da Previdência , à terceirização e à retirada de direitos! http://fb.me/sMgipff2",-1
cm4g4lh44s,"Ele é um bostinha comunista, que trabalhava para TV Brasil paga por Lula e Dilma para mentir ao Brasil. https://twitter.com/catharinah16/status/910987861079597057 …",-1
mariahquevedo,"Qual sua postura, Dino sobre a reformas de Temer? vais lutar contra a terceirização ? REFORMA DA PREVIDÊNCIA ? #31MVais",0
muriae,Ato contra a Reforma da Previdência e a Terceirização acontece neste sábado em Muriaé - http:/www.guiamuriae.com.br/noticias/cidade/ato-contra-a-reforma-da-previdencia-e-a-terceirizacao-acontece-neste-sabado-em-muriae …,-1
NitroNewsBrasil,Avião que transportava Aécio Neves faz pouso de emergência em SP http:/nitronewsbrasil.online/aviao-que-tran sportava-aecio-neves-faz/ …pic.twitter.comcK37IIMtgF,0
IraquitanNunes,Entenda o BRASILEIRO : Votos p/ um paredão de um BBB : 107 milhões. Votos contra a Reforma da previdência e terceirização : menos de 2 mi.,-1
Wolfedler,"Dilma queria fazer a reforma da previdência e regulamentar a terceirização , mas os de esquerda só se revoltam... http://fb.me/OJG2Lhw9",0
Kenjex,"terceirização , reforma da previdência (leia-se: reforma do empresariado)...é o fim, mermão..",-1
luisandrefq_,O Golpe aprovará a precarização do trabalho com a permissão da terceirização e terminará de foder o brasileiro com a reforma da Previdência .,-1
EdsonSantanna2,100 dias pra acabar o ano e o Lula ainda tá solto.,0
DelsonCDaltro,"Bolsonaro! Feitiche da extrema sem preparo... Voto nele só se do outro lado estiver Lula , o Lixo...",-1
marialicefreit2,"1) Um processo com 100 mil páginas, representa o que? É palhaçada pura, enquanto isso: Terceirização , Reforma da Previdência e Trabalhista..",-1
MahggaSantana,"Tô achando o MORO mto bonzinho. O BRETAS dá 45 anos p cabral e MORO dá só 9 anos 6 meses p lula . Fica com MORO, lula . É melhor!.",-1
Castro2Monica,"Estelionato eleitoral Quem votou em candidato q disse, em campanha,q iria aprovar terceirização da atividade-fim e a reforma da previdência ? https://twitter.com/prc_lemes/status/844923626449240065 …",0
bhgoncalves,[AntiCast] AntiCast 281 – Reforma da Previdência e Terceirização http:/podplayer.net/#/?id=32609621 via @PodcastAddictpic.twitter.comkyc7Zi6clE,0
ieda_mara,LULA E AÉCIO PRESOS NÃO TEM PREÇO!!!!!! @MPF_PGR @mpf_prr3 @MPF_PRPR E VIVA A NOSSA QUERIDA >> @policiafederal <<< ****** pic.twitter.com/aegrYcPlGZ,-1
biancarochar,"Gente, pelo amor de Jeova temos que fazer algo contra a reforma da previdencia e a terceirização , serio, ato terrorista no brasil é todo dia",-1
JusTocantins,Deputados criticam aprovação da Lei da Terceirização ; ministro defende reforma http:/bit.ly/2mQ7ZE6http://fb.me8sFMQDyc4,0
adriano_duartes,"Primeiro golpe: Tirar a Dilma. segundo: #terceirização Terceiro golpe Carregando... reforma da previdencia A... http://fb.me/1dWphGdRI""",-1
ireydur,-temer - reforma da previdencia - terceirizaçao -varios mosquito -muita sdd do anjo pic.twitter.com/z1Nk8eFe3k,-1
sandramendesbr,"Terceirização , Reforma da Previdencia , 20 anos sem aumento de investimento na saúde,educaçao,moradia, e o que mais vem por ai?",-1
angelolelio,REFORMA DA PREVIDÊNCIA | Relator de reforma da Previdência já deu parecer sobre terceirização | Reaja Servidor! https:/reajaservidor.wordpress.com/2017/02/05/reforma-da-previdencia-relator-de-reforma-da-previdencia-ja-deu-parecer-sobre-terceirizacao …,0
inofensiva,Entenda o brasileiro: Votos para um paredão do BBB: 107 milhões Votos contra a Reforma da Previdência e Terceirização : MENOS de 2 milhões,-1
AnaXavier98,"ninguém faz manifestação sobre reforma da previdência , da terceirização .",-1
g1saopaulo,Protesto contra a Reforma da Previdência e Terceirização passa em frente a Prefeitura de São Paulo com cerca de cem manifestantes #G1 pic.twitter.com/Ewl1N1I8qY,0
carlosju1,@DatenaOficial você perguntou sobre o golpe? E sobre o ferro na população com a terceirização e reforma da previdência ?,-1
_barrosfabio,"reforma da previdência , pec do teto, terceirização .. tudo na cara do ministério público, judiciário etc.. retrocedemos pra mais de 1 século",-1
_RodrigoBianchi,"Terceirização ,  reforma "" política e da previdência , aumento da conta de luz e ainda tem Márcio Araújo.Quero voltar pra barriga da minha mãe. https://twitter.com/rjovaneli/status/844776554777395201 …""",-1
SigaPepeVargas,Temer desiste de abrandar a terceirização e de retirar servidores estaduais da reforma da Previdência http://inf.money/rk9Rw2whx,0
FabioIng,PACOTE DE MALDADES (VINGANÇA) DOS POLÍTICOS: 1 - Reforma da Previdência ; 2 - Terceirização IRRESTRITA; 3 - Reforma trabalhista;,-1
eduardo_drama,"Hj voltei pra rua com vontade que não tinha desde do início do ano. Paz é uma ova! Nada de reforma de previdência , da CLT e terceirização",-1
joaovrizzi,Verdade. Marco Feliciano na Comissão dos Direitos Humanos durante governo Dilma foi uma coisinha à toa. Não teve aliança.,0
ryamauti,Gilmar manda PF enviar depoimentos a Aécio Neves http:/dlvr.it/P05dsn #SDV Via @examepic.twitter.comyfOBSx2RBe,0
wagrockstar,"Com saída da Dilma e do PT do poder, o Brasil ia virar uma suíça tropical. Td isso q está acontecendo povo tem uma grande parcela de culpa..",-1
JVirtuais,"Votação da terceirização não ameaça reforma da Previdência , diz Meirelles – 2303/2017… http://www. jornaisvirtuais.com.br/votacao-da-ter ceirizacao-nao-ameaca-reforma-da-previdencia-diz-meirelles-23032017-mercado/ …pic.twitter.comLs3LDUwhLa",0
gilsonreis65653,Dia 31 acontece um ato de diversas centrais sindicais contra a reforma da previdência e a terceirização do... http://fb.me/2UAkw0I0X,-1
vitao_guedes,"Em homenagem à Reforma da Previdência e a terceirização , A Internacional"", com Garotos Podres. Boa noite https:/www.youtube.comwatch?v=vYHSHY 0r1is …""",0
ricardo_ele,"Eu votei em Ivan Velente do PSOL. Votou contra a Terceirização e está contra a reforma da Previdência Social. Votei bem, e você?",0
gabrielsgonzaga,PL da terceirização (e a Reforma da Previdência ): estão votando a nossa morte. #TerceirizaçãoNão,-1
amartinon,Jota Quest tá igual a Dilma querendo conversar com EI https://twitter.com/folha/status/9 11391675125202944 …,-1
joaocarlossa,"ONU! O Temer é monoglota, o FHC é poliglota e o Lula é zeroglota! http://fb.me/1JzydhpWa",-1
becss,"Quando você tá de boa com seu love"" na praia e lembra da reforma da previdência e da lei da terceirização pic.twitter.com/038nCGotwR""",0
gesner_oliveira,"Estamos na Reunião de Planejamento da GO Associados, em pauta: discussão sobre a reforma da Previdência e projetos sobre terceirização",0
Televan,Ministro descarta usar reforma trabalhista para mudar lei da terceirização http://dlvr.it/Nqzgg3,0
PorTiMarilia,A Nicole fez tipo a Dilma agora enrolou e não disse nada #AFazenda,-1
frestadajanela,A Reforma da Previdência e Terceirização atingirá diretamente estes jovens que estavam no #Lolapalooza e gritaram por Lula e #ForaTemer,0
felipplopes,"Reflexão Mês de abril! Reforma trabalhista, da previdência Lei da terceirização Parabéns pra quem ten coragem de ser trabalhador no Brasil!",-1
HaddadPro,"#VazaTemer MPF, os auditores do senado e os promotores do TCU falaram que Dilma não pedalou e pedalada não é crime!",0
lfpoly,Não leva a sério...é a Dilma .,-1
Leandro11111983,"Amanhã 31 de março, todos unidos, contra a reforma da previdência e a lei da terceirização .#fora Temer....",-1
vitimasBancoop,manda diploma do lula OU DA dilma,-1
cm4g4lh44s,Vão dar. Essa grana toda já foi armada por Lula e Dilma para não voltar!,-1
brupiovani,Pensamos que tirando #DILMA E ENTRANDO @MichelTemer o Brasil iria ir pra frente mais pelo visto só piorou em TUDO,0
blzaline,reforma da previdência reforma trabalhista terceirização aprovada parabéns pessoal o povo brasileiro está definitivamente destruído,-1
Claudioccleite,"Esses bandidos ainda querem votar a reforma da previdência , votaram a favor da terceirização . FORA BANDIDOS!ELEIÇOES JÁ",-1
marinamatos,"Almoçando com um cara que ta defendendo terceirização e reforma da previdência . Empresário? Não, apenas idiota.",-1
AugustoAntunes8,Olavo de Carvalho - O Tiririca é melhor do que a Dilma . https://youtu.be/cR0ih7eE-mA via @YouTube,-1
maluregina925,"BH,tá começando #ForaTemer . Contra a reforma da previdência e a terceirização . pic.twitter.com/8ylCIdGTfq",-1
AnaVilarino1,O meu deputado federal @heldersalomao é contra a reforma da previdência e votou contra a terceirização . pic.twitter.com/ZvgdkZgpi9,0
higolima,"Por isso, Parabéns à turma do #PatoDaFiesp pela reforma da previdência , terceirização ampla, Pec da morte e as demais pautas da @Fiesp .",-1
alexandre_mello,"Quem é lula , mesmo? https://twitter.com/estadao/status/910930629012967424 …",-1
PeixotoWender,"Lula não pode se reeleger, Dilma perdeu mandato, Temer está na Berlinda, Governadores, deputados e senadores presos. Como era em 2000?",0
LeandroTheCrow,"Coisa boa é ver pessoas que defendiam o Temer caindo na real com a reforma da previdência , terceirização , direitos trabalhistas e outros.",0
dawndefeo,a dilma não é flor que se cheire nao eu lembro muito bem a posição dela em relação aos LGBTs https://twitter.com/citoucicero/status/910478081403613185 …,-1
Ezequiasns,Lula chama de 'excrescência' a sétima denúncia aceita contra ele http:/www.folhapolitica.org/2017/09lula-c hama-de-excrescencia-setima.html … via @folhapolitica,0
dimasgibi,"Hahah, sim, sim, eu só usei pra exemplificar. Mas, num contexto radical e caricato, o “ LULA BONITO” resume bem o que to falando",1
caioannibal,to bem feliz por estar entrando no mercado de trabalho na época da terceirização e da reforma da previdência #NãoÀTerceirização pic.twitter.com/YkdEndc27f,-1
_okpelicer_,Gastos públicos congelados por 20 anos Desemprego do caralho Reforma da previdência Terceirização irrestrita Estamos bem meixmo hein pessoal,-1
AlesandroAlves,A carta dos senadores do PMDB diz que a terceirização prejudica a expectativa de aprovação da reforma da Previdência http:/ln.is/politicalivre.com.br519ik …,-1
Clinifin,"Vamos continuando aqui com publicações a respeito da Reforma da Previdência (e, nesse caso, a terceirização ). http://fb.me/2WPu3VZAe",0
MorennaFaria,"Vamos à luta! Diga NÃO a reforma da previdência e a terceirização . Junte se a nos, não basta reclamar sentado no sofá. A mudança somos nós. pic.twitter.com/j8HBqBIObp",-1
frjunioradv,Retweeted Ana Vilarino ( @AnaVilarino1 ): Tá desesperado com a terceirização e reforma da previdência ? Sabe quem... http://fb.me/4EnaFRtXt,0
CaosNoRio,Manifestação contra reforma da Previdência e terceirização interdita vias no centro do Rio http:/ln.is/noticias.r7.com/rio-J0YDa …,0
marsilvy2013,"Claro defendem Lula, Gleise, Bernardo, Dilma e Pt e aí afora",0
mateuusao,Se acabar com a corrupção não precisa de terceirização nem de reforma da previdência,0
lcrive,"Povo que não sabe a diferença é aquele que elegeu Lula Dilma /PT e que continua acreditando que o maior ladrão do país,Lula, é inocenteFORAPThttps://twitter.com/rodgomespaixao/status909647643118366720 …",-1
estudiopolaris,Pesquisadora diz que jovens não terão futuro no Brasil com terceirização e Reforma da Previdência http://fb.me/5yas3b0fx,-1
vanderloubet,Além de tratarmos da Reforma da Previdência falamos da Reforma Trabalhista e do Projeto de Ampliação da Terceirização .,0
IsmaelsoaresTw,"@STJnoticias @AureaPierre SE É AMIGA DE JOESLEY ,LULA E DILMA COM CERTEZA NÃO PRESTA.",-1
valternei2010,Gostei de um vídeo @YouTube http://youtu.be/AyeGRtfhyyU?aNa Real | Carol Ercolin desvenda suposto áudio do ex-presidente Lula que,0
scnoar,Professores catarinenses devem aderir ao movimento contra a reforma da previdência e a terceirização . http:/scup.it/fri3 #ficaligadopic.twitter.comtgxCpchYYz,-1
_jeffaugusto,Fortaleza tem manifestação contra reforma da Previdência e terceirização #G1 http://g1.globo.com/ceara/noticia/2017/03/fortaleza-tem-manifestacao-contra-reforma-da-previdencia-e-terceirizacao.html?utm_source=twitter&utm_medium=share-bar-desktop&utm_campaign=share-bar …,0
vlogdo46,"Gostei de um vídeo @YouTube http:/youtu.be/HX2W3xyURZk?aF ábio Rabin - Cura Gay / Geddel Tesão, Lula , Temer Trump vs Kim",0
Tet3u_crlh,seloco agora sim eu tô no cu da dilma de verdade,-1
victormaciel,"Primeiro a gente tira a Dilma e depois... Depois aprovaram a PEC 55, Terceirização e querem passar a reforma da Previdência #UmAnoDeGolpe",-1
N_Carvalheira,"Placar da terceirização mostra que governo terá dificuldade para aprovar reforma da Previdência http://economia.estadao.com.br/noticias/geral ,placar-da-terceirizacao-mostra-que-governo-tera-dificuldade-para-aprovar-reforma-da-previdencia,70001711059 …",0
flsluque,"Quero ver Lula , Dilma, Aécio, Temer, Serra, Renan, Mercadante e outros presos antes do mundo acabar",0
caranovanocongr,@LulapeloBrasil @gleisi @diamantarusso @thatianap pic.twitter.com/5ItQIMWRBc,0
MariaGoulart_OM,"12 estados têm atos contra reforma da Previdência e terceirização http://g1.globo.com/politica/noticia/cidades-tem-protestos-contra-reforma-da-previdencia-e-terceirizacao.ghtml?utm_source=twitter&utm_medium=share-bar-desktop&utm_campaign=share-bar&#G1-FEED-item-sel-5,editorial,21188456030 …",0
Discrepante,Queria saber onde estão os empregos o site de empregos infojobs na época Lula/ Dilma tinha cerca de 600 mil vagas abertas agora são 183 mil,0
Elisjun,"É tudo da mesma laia, quem não se lembra do lula no hotel 5 estrelas em Brasília comprando deputados no caso do impeachment da Dilma ?",-1
jprcampos,"E nem a ABIN, nem a PF, nem Dilma , nem o PT fizeram porra niuma! Hackearam TODOS os computadores da Petrobras e municiaram Sérgio Moro... https://twitter.com/stanleyburburin/status/911254703211778048 …",0
PoliticaDouglas,"Sem Lula , PT decide suspender Palocci por 60 dias http://www1.folha.uol.com.br/poder/2017/09/ 1920923-sem-lula-pt-decide-suspender-palocci-por-60-dias.shtml?utm_source=twitter&utm_medium=social&utm_campaign=comptw …",0
suelyramos6,Gleisi: “ Lula sairá vencedor se concorrer” https:/www.oantagonista.com?p=63383,0
donvicttor,"Governo tenta uma reforma da previdência junto a terceirização irrestrita, alega que o país quebrará, mas perdoa dívida bilionária de banco.",-1
g1,Cidades têm protestos contra reforma da Previdência e terceirização http:/bit.ly/2nDyav4 #G1pic.twitter.comR0aU5BIs83,0
baccarinha,"tipo a pessoa vai se fude com a reforma da previdencia e com a terceirização mas mesmo assim defende só pra ser contra os esquerdistas""""",-1
faceafacenews,"Nos EUA,Dilma critica terceirização e reforma da Previdência de Temer https:/noticias.bol.uol.com.br/ultimas-notici as/brasil/2017/04/08/nos-eua-dilma-critica-terceirizacao-e-reforma-da-previdencia-de-temer.htm …pic.twitter.commja2qH5PwL",0
Leandro_nabuco,Grande lula não se curva aos poderosos.Os coxinhas entreguistas iriam adorar a intervenção militar.,1
Firminovieiraa,Obrigado pelo apoio contra a terceirização e contra a reforma da previdencia !,0
ClaudiaBorin,Retweeted SaidaPelaDireita∴ ( @SPD_33 ): Relator nega recurso da defesa de Lula sobre parcialidade do juiz Sérgio... http://fb.me/8ts5Xjm2f,0
Grupodobemestar,CPI da Previdência questiona Déficit e Reforma Da Previdência . … https:/grupodo bemestaredafelicidade.blogspot.com.br/2016/12/reform adaprevidencia-aposentadorias.html … #Terceirização #Previdência #Política #Senado #Câmarapic.twitter.comMfZaLkQYSO,-1
davi_leste,Contra a reforma da previdência e a terceirização desenfreada! #GreveGeral,-1
Blogdofavre,Protestos contra a reforma da Previdência e terceirização ocorrem em várias cidades http://brasil.elpais.com/brasil/2017/03/31/politica/1490973045_399190.html …,0
AndraMarce111o,"Aceita q lula é ladrao , vai doer menos pic.twitter.com/HJzk4iQYlo",-1
Lamberg_T,Galera q n quer reforma da previdência e quer proibir terceirização : saiba q a Dilma compactua das mesmas ideias. PS.: ela faliu o país.,-1
vitimasBancoop,"e perceba o que MUDOU de 2013 até agora... saiu DILMA entrou seu aliado de chapa eleitoral TEMER / e LULA, agora quer voltar.",0
valdemar__,Cidades têm protestos contra reforma da Previdência e terceirização http://g1.globo.com/politica/noticia/cidades-tem-protestos-contra-reforma-da-previdencia-e-terceirizacao.ghtml?utm_source=twitter&utm_medium=share-bar-desktop&utm_campaign=share-bar …,0
edupastoral,"A reforma da previdência e a terceirização vista de um outro ponto de vista, pro bom entendedor basta.... pic.twitter.com/pTjOEGbVzX",0
CarminaJR,"A Reforma da Previdência , ao lado da terceirização e da Reforma Trabalhista, pode ser o maior desmonte social da ... http://fb.me/1DF4qw9KC",-1
oestadoonline,Deputados criticam aprovação da Lei da Terceirização ; ministro defende reforma http:/www.oestadoce.com.br/politicadeput ados-criticam-aprovacao-da-lei-da-terceirizacao-ministro-defende-reforma …,0
vinizocateli,"E segue a reforma trabalhista, a terceirização e a reforma da previdência . Se já rola isso ae abaixo, imagina o... http://fb.me/1j6ODwz39",-1
Beta22,"SE DILMA TOPASSE O PROGRAMA DO PSDB/TEMER, NÃO TERIA CAÍDO! Isto tá mais claro q o SOL do PSOL""""",0
vitimasBancoop,"Flagrados em áudio suspeito, Aécio Neves e Gilmar Mendes têm passados polêmicos http:/ultimosegundo.ig.com.br/politica/2017-05-31aecio-gilmar-mendes.html …",0
g1parananorte,Manifestantes fazem ato contra reforma da Previdência e terceirização no Centro de Curitiba https://glo.bo/2nTXVJu,0
thegabialves,Eh reforma da previdência Eh terceirização Eh reforma do ensino médio Eh reforma da CLT @MichelTemer fora vc seu cocozao,-1
apyus,O papo de que Lula estaria fora da disputa em 2018 me soa wishful thinking. Só o PSDB curte descartar quem lidera pesquisa.,0
caio_rivas,E o Lula de jatinho né,0
VagnerBrito4,"Mobilização nacional contra a terceirização , reforma da previdência , con... http:/ln.is/www.youtube.comNAm5d … via @YouTube",-1
Blogdofavre,"Centrais sindicais marcam nova paralisação para 28 de abril, contra a reforma da Previdência e terceirização http://www1.folha.uol.com.br/mercado/2017/03/1870261-centrais-sindicais-marcam-nova-paralisacao-para-28-de-abril.shtml …",0
Chantecler,Simplesmente porque o Lula e a Dilma nunca fizeram isso. E nenhum jornalista disse a mesma coisa para eles. Ou disse?,0
MauroMmeirele,"No #Rio , a roubalheira era comandada pelo próprio Sergio Cabral, mas a nível de #Brasil , Lula e Dilma dizem que não sabiam de nada. #piada",-1
mjlette2,Lula que não venha para São Paulo.Aqui ele e sua turma não são bem vindos!,-1
mirelealvez,Feliz dia do...pera ae! 14.200.00 desempregados; Terceirização irrestrita; Destruição da CLT; Reforma da Previdência ...,-1
unicornot5,Alguém me ajuda a falar da reforma na previdência e de terceirização,0
congemfoco,Metade do PMDB abandonou Temer na terceirização e liga alerta p reforma da Previdência .Veja como cada partido votou http://bit.ly/2nr7UGcpic.twitter.comZpFf1fpAJG,0
junintchuko,Hoje estará para chegar nas mãos do presidente e assim assinar a terceirização do trabalho e a reforma da previdência !!,0
FabioIng,PACOTE DE MALDADES (VINGANÇA) DOS POLÍTICOS: 1 - Reforma da Previdência ; 2 - Terceirização IRRESTRITA; 3 - Reforma trabalhista;,-1
waynerbriao,"Classe operária unida contra a reforma da Previdência , contra terceirização super-faturada e contra abusos de autoridade de nosso governo.",-1
Ma_Campelo,Contra a terceirização e reforma da Previdência mesmo trabalhando em prest de serviço e estando praticamente aposentada,-1
Samela_Stepany,"desculpe, mas eu não julgo a lei da terceirização e a reforma da previdência como coisas boas",0
biagotica07,Mbl a favor da terceirização Mbl a favor da reforma do ensino médio Mbl a favor da reforma da previdência . Mbl a favor do golpe Mbl golpista,-1
caal1365,Estou ouvindo no @wecastapp AntiCast 281 – Reforma da Previdência e Terceirização https://soundcloud.com/anticastdesign/anticast-281-reforma-da-previdencia-e-terceirizacao … Importantíssimo Ouvirei de novo,0
zecarlosantos2,"Acabei de passar por uma procissão e o padre tava lá, falando de política, criticando a terceirização , a reforma da previdência ...",0
rei_freitas,"Eu seria ainda mais pessimista. Se outra candidatura progressista não começar a crescer, Lula será a última e única barragem à barbárie",1
piresgael,"tem a terceirização , a reforma do EM, a reforma da previdência e a tentativa de lazer com que a pós graduação seja paga",-1
ronaldo_ruffo,"Manifestantes protestam contra reforma da Previdência , terceirização e pelo 'Fora Temer' https:/www.clickpb.com.br/cotidianomani festantes-protestam-contra-reforma-da-previdencia-terceirizacao-e-pelo-fora-temer-219782.html …",0
CorretorDino,Advogado de Lula desmascara Moro e entrega áudio da audiência que desmente versão de Moro ao TRF 4 https:/falandoverdades.com.br/2017/06/07/advogado-de-lula-desmascara-moro-e-entrega-audio-da-audiencia-que-desmente-versao-de-moro-ao-trf-4#.WcRH45vyF34.twitter …,0
vonivar,Juiz de Fora tem mais um ato contra reforma da Previdência e terceirização http://dlvr.it/Nmjzl0,0
RZeczkoski,"Mais um retrocesso pro Brasil. É reforma da previdência , é terceirizaçao . Onde isso vai parar ? Meu Deus",-1
richardbezerra,"PEC 55 + Reforma da Previdência + Terceirização = trabalhar +, receber -, se aposentar + tarde, com acesso a - saúde e - educação. #sómelhora",-1
BonettiArmando,"A corrupção é protegida por todos os políticos, prendendo Lula TEMER Dilma Juca Renan Geddel Padilha etc. Viramos uma Finlândia? https://twitter.com/RevistaDinheiro/status/910226999389704193 …",0
OficialDigao,"Claro, ele é a favor da terceirização e da reforma da previdência . Independente de qualquer coisa a resposta dele seria essa mesma.",-1
MahggaSantana,DELAÇÃO MONICA MOURA: DILMA ROUSSEFF - VÍDEO DO DEPOIMENTO COMPLETO https://youtu.be/ddMQkm1CWuM via @YouTube,0
LeiLoc13,"P mim o como país acabou ontem"" diz amiga. Calma! Ainda tem a reforma da previdência e projeto de terceirização pic.twitter.com/cKTjsFShBv""",-1
Gooogla,Se vc quer entender sobre a reforma da previdência (e terceirização ) ouça o MELHOR podcast que tratou do assunto: http://anticast.com.br/2017/03/anticast/anticast-281-reforma-da-previdencia-e-terceirizacao/ …,0
twtfernanda,@DepRodrigoMaia #SeVotarNãoVolta Não à terceirização ! Não à Reforma da Previdência ! Nenhum Direito A Menos!!! pic.twitter.com/p28z8tQ8qN,-1
igordiogoo,Cidades têm protestos contra reforma da Previdência e terceirização - http:/Globo.comhttp://dlvr.itNmYwhY,0
mauriciolouzada,"Minha opinião sobre terceirização , reforma da previdência , da educação: NÃO VOU PERDER AMIGOS POR ISSO! #simplesassim",0
joaonuness_00,"Juntando PEC do teto + terceirização e inflação controlada tudo bem até agora, único vacilo foi essa reforma da previdência e alg q n lembro",0
PorquitoBacon,As pessoas adultas não tem noção da gravidade da terceirização irrestrita e da reforma da Previdência do Temer! Só pode ser isso,-1
NAVARRO_LIVRE,"New post: Cidades têm protestos contra reforma da Previdência e terceirização - http:/ln.is/www.globo.com/ xAZer … ""http://ln.is/g1.globo.com/politicowJWe …""",0
PedroEkos,Todos os estados e o DF têm protestos contra reforma da Previdência e terceirização http://g1.globo.com/politica/noticia/cidades-tem-protestos-contra-reforma-da-previdencia-e-terceirizacao.ghtml?utm_source=twitter&utm_medium=share-bar-desktop&utm_campaign=share-bar …,0
flora_lf,Então prendam o Lula porra,-1
helimj08,- Votos para um paredão de um big brother: 107 milhões - Votos contra a Reforma da previdência e Terceirizacao : menos de 2 milhões de votos,-1
felipessan,Ser a favor da terceirização e da reforma da previdência é burrice. Acho que o povo está acordando sobre a farsa MBL.,-1
smashse,Denise Gentil: Jovens não terão futuro com a reforma da Previdência e terceirização do Temer,-1
crabastos,CNBB critica terceirização e reforma da Previdência em nota pública | Agência Brasil - Últimas notícias do Brasil e… https://lnkd.in/eQ9krqv,-1
badehresende,"3.  Reforma "" da previdência aos bancos que vendem previdência privada. 4. Terceirização à Fiesp e ao capital produtivo nacional.""",0
SaoPaulo_News_,"dia & noite Palocci: propina nos governos Lula e Dilma O ex-prefeito de Ribeirão Preto, ex-ministro da Casa... http://fb.me/6MPgJBe5N",0
BigodomA,@kkkkkkk !bauiiuuuu!ha ha ha ha ! @fora pec da morte! @fora reforma da previdencia ! @fora terceirizaçao ! @ANULA TUDO! @QUERO A NOSSA DILMA! https://twitter.com/RodP13/status/ 806225505900986368 …,-1
cesar_sdias,quem votar na terceirização ou reforma dá previdência não se elege nunca mais #terceirizacaonao,0
falandoverdes2,Atletas que pediram Fora Dilma e que 'ganharam' 87% de corte no orçamento do esporte https:/falandoverdades.com.br/2017/09/21/corte-no-esporte-e-fora-dilma#.WcNN0WHoa4Q.twitter …,0
itscarolgouveia,"Pec, reforma do ensino médio, reforma da previdência , terceirização de tds as áreas.. é MUITO retrocesso, joguem uma bomba em brasília pffff",-1
flavioeloia,Votação paredão bbb 107 milhões. Votação contra reforma da previdência e terceirização menos de 2 milhões. Você entende a situação?,-1
noticias,CNBB critica terceirização e reforma da Previdência em nota pública http://bit.ly/2nNIEKX #notícias,-1
silvianetto,Faltou a pauta da reforma da Previdência e da terceirização https://twitter.com/Estadao/status/845051535121821696 …,0
deangelis_it_br,"Brimcadeira né? A Dilma saldou mandioca e o milho. Cantou parabéns e pediu para cada chefe de Estado cantar. Cuspiu francês"" e ""espanhol"".""",-1
9h15am,"A Reforma da Previdência é necessária para ajustar as contas públicas, mas a terceirização diminui radicalmente o número de contribuintes.",0
vilerino,Temer tira os funcionários Estaduais e municipais dá reforma da previdência e os deputados aprovam a terceirização . Entenderam a lógica.,0
caaaaique,A nova lei trabalhista já estava na fila pra ser aprovada muito antes de se começar o processo de impeachment da Dilma .,0
PaperVideo,"Terceirização , Reforma da Previdência ... muita gente achando q não será afetado",0
KellyKaroll,Juiz de Fora tem mais um ato contra reforma da Previdência e terceirização http://dlvr.it/NmkCB2 #OperaçãoBetaLab,0
brukika,"Que realidade cruel, reforma da previdência , terceirização . Pqp, vão se foder. pic.twitter.com/kcq7jZ1hl7",-1
prcarlosh,Estão tentando de tudo para que o Lula não seja preso. Mas a justiça vai reinar! https://twitter.com/cafejornal/status/910926624643620864 …,-1
wilsondenotari,"O que diz a defesa de Lula , réu sete vezes - Viomundo - O que você não vê na mídia http:/crwd.fr/2hlM7hYpic.twitter.comRfDx91iBYd",0
haroldoarruda1,"Lula criou a primeira Conferência Nacional de LGBTQ, foi em 2009. Você era uma criança ainda. Estude a história do movimento gay no Brasil! pic.twitter.com/8WfF3hEi4p",1
